withinblocktrial,block,block_repetition,rt,resp,acc,cresp,conf_press,cj,rtconf,coherence,metacognition,slow_trial,manipulation,sub_id,age,gender,handedness,X,batch,check1,check2,check3,check4
15,5,1,3.5842612,['n'],0,left,['u'],0,0.3190743,0.1,1,0,AccAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
16,5,1,1.9835052,['n'],1,right,['e'],1,0.3093065,0.4,1,0,AccAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
17,5,1,2.051262,['c'],1,left,['e'],1,0.3614824,0.2,1,0,AccAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
18,5,1,1.9494981,['n'],1,right,['e'],1,0.1444487,0.2,1,0,AccAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
19,5,1,2.5673549,['c'],1,left,['e'],1,0.7272822,0.1,1,0,AccAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
20,5,1,1.900257,['n'],1,right,['e'],1,0.945206,0.2,1,0,AccAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
21,5,1,1.2165364,['n'],1,right,['e'],1,0.9739481,0.4,1,0,AccAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
22,5,1,2.8326971,['n'],1,right,['u'],0,0.7124631,0.2,0,0,AccAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
23,5,1,3.48343,['c'],0,right,['u'],0,0.4027059,0.1,1,0,AccAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
24,5,1,3.8506968,['n'],0,left,['e'],1,0.6670436,0.1,0,0,AccAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
26,5,1,1.5010791,['n'],0,left,['u'],0,1.0576322,0.2,1,0,AccAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
27,5,1,2.2829079,['n'],0,left,['u'],0,0.8789586,0.1,1,0,AccAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
28,5,1,2.2678051,['n'],1,right,['e'],1,0.2752063,0.2,1,0,AccAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
29,5,1,2.8339508,['n'],0,left,['u'],0,1.4507577,0.2,1,0,AccAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
30,5,1,1.2167255,['c'],1,left,['e'],1,0.2736854,0.4,1,0,AccAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
31,5,1,1.0668072,['n'],1,right,['e'],1,0.4305457,0.4,1,0,AccAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
32,5,1,2.6015455,['c'],1,left,['u'],0,0.7116797,0.2,0,0,AccAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
33,5,1,1.1660162,['n'],1,right,['e'],1,0.5108435,0.2,1,0,AccAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
34,5,1,2.7502318,['n'],1,right,['e'],1,0.8951594,0.1,1,0,AccAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
35,5,1,1.9336989,['c'],1,left,['u'],0,0.5604193,0.2,0,0,AccAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
36,5,1,3.3160565,['n'],1,right,['u'],0,0.8091816,0.1,0,0,AccAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
37,5,1,2.5336136,['c'],1,left,['u'],0,0.6135104,0.2,0,0,AccAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
38,5,1,2.2499034,['n'],1,right,['e'],1,1.1900076,0.2,1,0,AccAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
39,5,1,2.8022826,['c'],0,right,['u'],0,0.5685652,0.4,1,0,AccAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
40,5,1,1.3493367,['c'],1,left,['e'],1,0.623028,0.4,1,0,AccAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
41,5,1,2.5494368,['n'],1,right,['e'],1,1.4109516,0.1,1,0,AccAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
42,5,1,1.3499393,['n'],1,right,['e'],1,1.0310015,0.4,1,0,AccAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
43,5,1,2.1844601,['n'],1,right,['e'],1,0.9205502,0.2,1,0,AccAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
44,5,1,3.2327598,['c'],1,left,['e'],1,0.50139,0.4,1,0,AccAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
45,5,1,2.0999221,['n'],1,right,['e'],1,0.5914859,0.4,1,0,AccAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
46,5,1,2.5846751,['n'],1,right,['e'],1,0.7233708,0.2,1,0,AccAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
47,5,1,3.766656,['n'],1,right,['u'],0,0.5785126,0.2,0,0,AccAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
48,5,1,2.349943,['c'],1,left,['u'],0,0.8964392,0.1,0,0,AccAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
49,5,1,1.6348416,['n'],1,right,['e'],1,1.3252189,0.2,1,0,AccAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
50,5,1,1.7993239,['n'],1,right,['e'],1,0.3880469,0.4,1,0,AccAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
51,5,1,2.3674061,['n'],0,left,['u'],0,0.4237744,0.4,1,0,AccAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
52,5,1,2.2011545,['n'],1,right,['e'],1,0.4009079,0.1,1,0,AccAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
53,5,1,4.0659545,['n'],0,left,['u'],0,0.5936882,0.4,1,0,AccAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
54,5,1,2.4337521,['c'],1,left,['e'],1,0.4281077,0.4,1,0,AccAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
55,5,1,2.2335706,['n'],0,left,['e'],1,0.5324725,0.1,0,0,AccAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
56,5,1,1.3674548,['n'],1,right,['e'],1,0.5055925,0.4,1,0,AccAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
57,5,1,3.2494747,['n'],0,left,['u'],0,0.727494,0.2,1,0,AccAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
58,5,1,1.2164002,['c'],1,left,['e'],1,0.7804921,0.4,1,0,AccAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
59,5,1,1.217448,['n'],1,right,['e'],1,0.5256122,0.4,1,0,AccAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
0,6,1,1.2318762,['n'],1,right,['u'],0,0.5135149,0.1,0,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
1,6,1,1.1667107,['n'],1,right,['u'],0,1.0723558,0.2,0,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
2,6,1,1.3832837,['c'],1,left,['u'],0,0.3208859,0.1,0,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
3,6,1,1.1335997,['c'],1,left,['e'],1,1.1124367,0.4,1,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
4,6,1,0.8000266,['n'],1,right,['u'],0,0.7344995,0.1,0,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
5,6,1,1.6670418,['n'],1,right,['e'],1,0.7533502,0.2,1,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
6,6,1,0.9835851,['n'],0,left,['u'],0,0.6863631,0.2,1,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
7,6,1,1.4993486,['c'],1,left,['u'],0,0.6173802,0.2,0,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
8,6,1,1.2327942,['n'],0,left,['u'],0,0.8178482,0.1,1,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
9,6,1,1.1676138,['n'],1,right,['e'],1,0.3883711,0.4,1,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
10,6,1,1.6490596,['c'],1,left,['u'],0,0.2138648,0.1,0,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
11,6,1,1.0830885,['n'],1,right,['e'],1,1.2837144,0.4,1,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
12,6,1,1.2512286,['n'],1,right,['u'],0,0.4962072,0.1,0,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
13,6,1,2.251081,['n'],1,right,['u'],0,0.3075924,0.1,0,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
14,6,1,0.799122,['c'],1,left,['e'],1,1.2600525,0.4,1,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
15,6,1,1.1327808,['c'],1,left,['e'],1,0.7351313,0.4,1,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
16,6,1,0.6687303,['n'],1,right,['e'],1,0.9200643,0.2,1,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
17,6,1,1.2667396,['n'],1,right,['e'],1,0.7405126,0.4,1,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
18,6,1,0.8007255,['c'],1,left,['e'],1,0.7282109,0.4,1,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
19,6,1,0.618036,['n'],1,right,['e'],1,0.7572036,0.4,1,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
20,6,1,1.084634,['c'],1,left,['u'],0,0.6861493,0.2,0,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
21,6,1,1.4670683,['n'],1,right,['u'],0,0.6034727,0.1,0,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
22,6,1,0.8170572,['c'],1,left,['e'],1,0.6135275,0.2,1,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
23,6,1,1.5342645,['n'],1,right,['u'],0,0.8020242,0.1,0,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
24,6,1,1.8012128,['n'],1,right,['u'],0,0.6997917,0.1,0,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
25,6,1,2.0840859,['c'],0,right,['u'],0,0.4955021,0.2,1,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
26,6,1,1.3014551,['n'],1,right,['u'],0,0.6334423,0.1,0,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
27,6,1,0.7525795,['n'],1,right,['e'],1,0.7562208,0.2,1,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
28,6,1,0.6839359,['n'],1,right,['e'],1,0.493174,0.4,1,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
29,6,1,0.634982,['n'],1,right,['e'],1,0.5627785,0.4,1,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
30,6,1,0.7839048,['c'],1,left,['u'],0,0.7033187,0.2,0,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
31,6,1,2.5014037,['n'],0,left,['u'],0,1.3777628,0.2,1,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
32,6,1,1.3680209,['c'],1,left,['u'],0,0.5665994,0.4,0,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
33,6,1,1.383199,['n'],1,right,['u'],0,2.1878251,0.1,0,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
34,6,1,1.0002492,['n'],1,right,['u'],0,1.2623079,0.2,0,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
35,6,1,1.2664701,['n'],1,right,['u'],0,1.227696,0.2,0,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
36,6,1,1.9508375,['n'],1,right,['u'],0,0.5271652,0.1,0,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
37,6,1,2.349483,['c'],1,left,['e'],1,0.8637089,0.1,1,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
38,6,1,2.0999714,['n'],0,left,['u'],0,0.3475568,0.1,1,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
39,6,1,1.6499554,['n'],0,left,['u'],0,0.4617895,0.2,1,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
40,6,1,1.0516465,['c'],1,left,['u'],0,0.7077609,0.4,0,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
41,6,1,0.6340756,['n'],1,right,['e'],1,0.5286386,0.1,1,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
42,6,1,0.9846391,['n'],0,left,['u'],0,0.8700771,0.2,1,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
43,6,1,0.6514491,['c'],1,left,['e'],1,0.4917629,0.4,1,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
44,6,1,0.8673016,['c'],1,left,['u'],0,0.5841091,0.4,0,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
45,6,1,1.3169905,['n'],0,left,['e'],1,0.5593671,0.2,0,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
46,6,1,0.6666754,['c'],0,right,['e'],1,0.4973242,0.1,0,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
47,6,1,1.216353,['n'],0,left,['u'],0,1.3584519,0.1,1,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
48,6,1,0.7681667,['c'],1,left,['u'],0,1.3717911,0.2,0,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
49,6,1,1.0165727,['n'],1,right,['u'],0,1.5994921,0.1,0,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
50,6,1,0.8170599,['n'],1,right,['e'],1,0.3845192,0.2,1,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
51,6,1,1.2679749,['n'],1,right,['e'],1,0.5288933,0.2,1,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
52,6,1,2.2168286,['n'],1,right,['u'],0,0.2932183,0.2,0,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
53,6,1,1.6854731,['n'],1,right,['u'],0,1.3691654,0.4,0,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
54,6,1,0.6332649,['c'],1,left,['e'],1,0.7154932,0.4,1,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
55,6,1,0.5326181,['c'],1,left,['e'],1,0.700907,0.4,1,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
56,6,1,0.6681769,['c'],1,left,['u'],0,0.82325,0.4,0,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
57,6,1,0.8174769,['c'],1,left,['e'],1,0.6321297,0.1,1,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
58,6,1,1.9512856,['n'],0,left,['u'],0,0.4997528,0.4,1,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
59,6,1,2.0504898,['n'],0,left,['e'],1,0.7524728,0.4,0,0,FastAcc,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
0,7,1,0.9163274,['n'],0,left,['e'],1,0.6703405,0.2,0,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
1,7,1,0.9507404,['n'],0,left,['u'],0,0.3030711,0.1,1,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
2,7,1,0.9011602,['n'],1,right,['u'],0,0.3692931,0.4,0,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
3,7,1,0.9338726,['n'],1,right,['u'],0,0.5918167,0.1,0,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
4,7,1,1.5177676,['c'],1,left,['u'],0,0.4138787,0.1,0,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
5,7,1,0.9666091,['n'],0,left,['u'],0,0.3776521,0.2,1,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
6,7,1,1.3014359,['n'],1,right,['u'],0,0.1207502,0.4,0,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
7,7,1,0.7506402,['c'],1,left,['e'],1,0.2001909,0.4,1,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
8,7,1,1.6499422,['n'],0,left,['u'],0,0.1932506,0.1,1,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
9,7,1,0.9522354,['c'],1,left,['e'],1,0.4857549,0.4,1,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
10,7,1,0.8840653,['n'],1,right,['e'],1,0.2090581,0.2,1,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
11,7,1,1.1006443,['n'],1,right,['u'],0,0.1595755,0.1,0,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
12,7,1,1.4678408,['c'],1,left,['u'],0,0.289108,0.2,0,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
13,7,1,2.0515252,['n'],0,left,['u'],0,0.3117388,0.1,1,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
14,7,1,1.4835735,['c'],1,left,['u'],0,0.1616802,0.1,0,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
15,7,1,0.8342429,['n'],1,right,['e'],1,0.1562786,0.4,1,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
16,7,1,0.7017184,['n'],1,right,['e'],1,0.1728349,0.4,1,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
17,7,1,0.8344556,['n'],1,right,['e'],1,0.1359752,0.2,1,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
18,7,1,2.5849573,['c'],0,right,['u'],0,0.4924942,0.2,1,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
19,7,1,1.5165607,['c'],1,left,['u'],0,0.2395763,0.1,0,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
20,7,1,1.6177051,['n'],0,left,['u'],0,0.4711994,0.2,1,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
21,7,1,2.4489862,['n'],0,left,['u'],0,0.1505103,0.2,1,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
22,7,1,1.1515905,['n'],0,left,['u'],0,0.1801463,0.4,1,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
23,7,1,1.4666044,['n'],1,right,['u'],0,0.4366386,0.1,0,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
24,7,1,1.1172354,['n'],1,right,['e'],1,0.1523692,0.1,1,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
25,7,1,1.1837715,['n'],1,right,['e'],1,0.1650825,0.4,1,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
26,7,1,1.2846358,['n'],1,right,['e'],1,0.141318,0.2,1,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
27,7,1,1.4832201,['n'],1,right,['e'],1,0.1440722,0.2,1,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
28,7,1,0.8850471,['n'],1,right,['e'],1,0.2006853,0.2,1,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
29,7,1,2.41683,['n'],1,right,['u'],0,0.1632439,0.2,0,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
30,7,1,2.2518047,['n'],1,right,['u'],0,0.1162358,0.2,0,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
31,7,1,0.8859062,['c'],1,left,['e'],1,0.2383989,0.4,1,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
32,7,1,0.7177541,['c'],1,left,['e'],1,0.1229698,0.4,1,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
33,7,1,1.88487,['n'],0,left,['e'],1,0.3652062,0.1,0,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
34,7,1,0.9008559,['c'],1,left,['e'],1,0.1087841,0.4,1,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
35,7,1,0.7345409,['n'],1,right,['e'],1,0.1896204,0.2,1,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
36,7,1,0.9178599,['c'],1,left,['e'],1,0.2760094,0.1,1,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
37,7,1,1.7166341,['n'],0,left,['u'],0,0.1518068,0.2,1,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
38,7,1,0.7342856,['n'],1,right,['e'],1,0.117905,0.1,1,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
39,7,1,1.7834509,['n'],1,right,['u'],0,0.1728822,0.2,0,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
40,7,1,0.9021706,['n'],1,right,['e'],1,0.1318579,0.4,1,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
41,7,1,0.833073,['c'],1,left,['e'],1,0.1434005,0.4,1,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
42,7,1,1.0175055,['n'],1,right,['u'],0,0.1800733,0.1,0,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
43,7,1,1.6844345,['n'],0,left,['e'],1,0.1884631,0.1,0,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
44,7,1,1.9179469,['n'],1,right,['e'],1,0.1219238,0.4,1,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
45,7,1,0.9837079,['c'],1,left,['e'],1,0.1604947,0.2,1,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
46,7,1,0.9513209,['n'],1,right,['e'],1,0.1505001,0.1,1,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
47,7,1,1.3514993,['c'],1,left,['u'],0,0.3011091,0.4,0,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
48,7,1,1.7512777,['n'],0,left,['e'],1,0.141375,0.4,0,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
49,7,1,1.6327068,['n'],0,left,['e'],1,0.1068418,0.1,0,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
50,7,1,0.6855408,['c'],1,left,['e'],1,0.1243835,0.4,1,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
51,7,1,1.0835888,['n'],1,right,['e'],1,0.1742753,0.2,1,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
52,7,1,1.2511294,['c'],1,left,['u'],0,0.3120176,0.4,0,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
53,7,1,0.7173183,['n'],1,right,['e'],1,0.1448393,0.4,1,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
54,7,1,1.583121,['n'],1,right,['u'],0,0.2223688,0.2,0,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
55,7,1,1.1675295,['n'],1,right,['e'],1,0.2172958,0.4,1,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
56,7,1,1.3009497,['n'],1,right,['u'],0,0.1753214,0.2,0,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
57,7,1,1.5841047,['n'],0,left,['e'],1,0.1398262,0.1,0,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
58,7,1,1.2505119,['c'],0,right,['e'],1,0.3585366,0.1,0,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
59,7,1,1.7171586,['n'],0,left,['u'],0,0.4706522,0.1,1,0,FastFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
0,8,1,2.1674451,['n'],0,left,['e'],1,0.1433749,0.1,0,0,AccFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
1,8,1,0.884593,['c'],1,left,['e'],1,0.1047864,0.2,1,0,AccFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
2,8,1,1.7510969,['n'],1,right,['e'],1,0.1289169,0.1,1,0,AccFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
3,8,1,3.5835654,['n'],0,left,['u'],0,0.1587991,0.1,1,0,AccFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
4,8,1,1.6672441,['n'],1,right,['e'],1,0.1204057,0.4,1,0,AccFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
5,8,1,1.5500352,['c'],1,left,['u'],0,0.2003079,0.4,0,0,AccFast,32,18,Woman,Right,NA,3,TRUE,TRUE,TRUE,TRUE
